doc_id,corpus,author,segment_id,marker,marker_group,marker_category,count,word_count,prevalence
“Disgrace” as the Capitalists and the Proletarians Understand It_5.5.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,448,0
A Contribution to the History of the National Programme in Austria and in Russia_2.5.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,770,0
A Disgraceful Resolution_10.18.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,325,0
A New Chapter of World History_10.21.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,343,0
Bill on the Equality of Nations and the Safeguarding of the Rights of National Minorities_5.6.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,642,0
Cadets and Nationalists_10.24.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,328,0
Cadets on the Question of the Ukraine_7.16.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,485,0
Clarity Has Been Achieved_6.5.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1582,0
Class War in Dublin_8.29.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1432,0
Concerning Certain Speeches by Workers’ Deputies_11.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1576,0
Concerning the Workers’ Deputies to the Duma and Their Declaration_11.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1298,0
Corrupting the Workers with Refined Nationalism_5.10.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,930,0
Does the Jewish Proletariat Need an “Independent Political Party”__2.15.1903,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1829,0
Draft Platform for the Fourth Congress of Social-Democrats of the Latvian Area_6.25.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2872,0
Draft Theses on National and Colonial Questions_6.5.1920,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2315,0
Editorial Comment on Veteran’s Article_ “The National Question and the Lettish Proletariat”_2.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,233,0
Finland and Russia_5.15.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1238,0
How Does Bishop Nikon Defend the Ukrainians__9.13.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,688,0
Is a Compulsory Official Language Needed__1.18.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,900,0
"It Is Undemocratic, Citizen Kerensky!_6.15.1917",longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,466,0
Liberals and Democrats on the Language Question_9.5.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1092,0
Manifesto To The Ukrainian People_12.3.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,722,0
More About “Nationalism”_2.20.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,668,0
National-Liberalism and the Right of Nations to Self-Determination_12.20.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,620,0
National Equality_4.16.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,535,0
Novoye Vremya and Rech on the Right of Nations to Self-Determination_12.25.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,307,0
On the Manifesto of the Armenian Social-Democrats_2.1.1903,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1294,0
On the National Pride of the Great Russians_12.12.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1534,0
On the Question of National Policy_4.6.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2883,0
Once More on the Segregation of the Schools According to Nationality_12.17.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,826,0
Political Lessons_3.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,598,0
"Resolutions of the Summer, 1913_9.1913",longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,3930,0
Separatists in Russia and Separatists in Austria_5.8.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,610,0
Speech At The First All-Russia Congress Of The Navy_11.22.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2033,0
The “Vexed Questions” of Our Party_11.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2638,0
The Balkan War and Bourgeois Chauvinism_3.29.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,439,0
The Black Hundreds and the Organisation of an Uprising_8.29.1905,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1833,0
The British Liberals and Ireland_3.12.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1056,0
The Cadets and “The Right of Nations to Self-Determination”_12.11.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,724,0
The Campaign Against Finland_4.26.1910,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1466,0
The Discussion On Self-Determination Summed Up_7.16,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,14226,0
The Latest Word in Bundist Nationalism_8.15.1903,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1380,0
The National Equality Bill_3.28.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,529,0
The National Programme of the R.S.D.L.P._12.15.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2372,0
The National Question in Our Programme_7.15.1903,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,3403,0
The Nationalisation of Jewish Schools_8.18.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,487,0
The Nationality of Pupils in Russian Schools_12.14.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,974,0
The Position of the Bund in the Party_10.22.1903,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,4040,0
The Protest of the Finnish People_11.20.1901,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1922,0
The Question of Nationalities or _Autonomisation__12.31.1922,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2075,0
The Revolutionary Proletariat and the Right of Nations to Self-Determination_10.16.1915,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2413,0
The Seventh (April) All-Russia Conference of the R.S.D.L.P.(B.)_4.29.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1736,0
The Social Significance of the Serbo-Bulgarian Victories_11.7.1912,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,634,0
The Socialist Revolution and the Right of Nations to Self-Determination_2.16,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,4502,0
The Tsar Against the Finnish People_10.31.1909,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1084,0
The Ukraine_6.28.1917,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,536,0
The War and Russian Social-Democracy_9.28.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2691,0
The Working Class and the National Question_5.10.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,534,0
Theses on the National Question_6.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,2769,0
To the Communists of Turkestan_11.22.1919,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,212,0
To the Indian Revolutionary Association_5.13.1920,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,158,0
To the Jewish Workers_5.1905,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,1125,0
To_   S. G. SHAHUMYAN_7.6.1914,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,340,0
Under a False Flag_2.1915,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,7072,0
Vekhi Contributors and Nationalism_4.1913,longitudinal,lenin,1,dialogue,hopelessness,harm_justification,0,448,0
LPM_1900,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,157,0
LPM_1906,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,245,0
LPM_1910.12,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,264,0
LPM_1910,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,567,0
LPM_1918,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,1147,0
LPM_1923,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,1163,0
LPM_1924,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,2261,0
LPM_1929,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,2538,0
LPM_1931,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,2120,0
LPM_1935,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,1059,0
LPM_1945,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,5046,0
LPM_1950,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,4938,0
LPM_1951,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,1818,0
LPM_1955,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,2913,0
LPM_1959,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,5170,0
LPM_1964,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,9849,0
LPM_1966,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,10734,0
LPM_1970,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,11864,0
LPM_1974.10,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,8759,0
LPM_1974,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,4809,0
LPM_1979,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,1,9400,0.10638297872340426
LPM_1983,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,4,22750,0.1758241758241758
LPM_1987,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,9200,0
LPM_1992,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,6281,0
LPM_1997,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,1,17829,0.056088395311010154
LPM_2001,longitudinal,lpm,1,dialogue,hopelessness,harm_justification,0,20733,0
SotU-1964,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,3239,0
SotU-1967,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7242,0
SotU-1970,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,4502,0
SotU-1982,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5290,0
SotU-1983,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5681,0
SotU-1984,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5061,0
SotU-1985,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,4310,0
SotU-1986,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,3561,0
SotU-1987,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,3893,0
SotU-1988,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,4976,0
SotU-1991,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,4020,0
SotU-1994,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7547,0
SotU-1995,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,9403,0
SotU-1996,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,6438,0
SotU-1997,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,6854,0
SotU-1998,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7436,0
SotU-1999,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7628,0
SotU-2000,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,9275,0
SotU-2002,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,3876,0
SotU-2003,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5450,0
SotU-2004,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5242,0
SotU-2005,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5114,0
SotU-2006,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5367,0
SotU-2007,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5649,0
SotU-2008,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,5794,0
SotU-2010,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7486,0
SotU-2011,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7113,0
SotU-2012,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,7270,0
SotU-2022,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,8124,0
SotU-2023,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,9783,0
SotU-2024,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,8689,0
SotU-2026,longitudinal,sotu,1,dialogue,hopelessness,harm_justification,0,10899,0
1160_KennedyIchbin.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,691,0
142Thunberg.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,742,0
1945 Labour Party Manifesto -.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,5127,0
1949_simone-de-beauvoir-the-second-sex.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,56,350086,0.1599606953719943
anders_breivik_-_2083_manifesto_-_2011.pdf_book_one,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,147388,0
Atlantic-Charter.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1036,0
brenton-tarrant-the-great-replacement-manifesto.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,16984,0
cho_manifesto_1.1.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,2184,0
Communist Manifesto.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,38554,0
DefeatingEurabia1.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,5,134974,0.0370441714700609
Earnest-Manifesto-042719.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,4429,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1).pdf",non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,3386,0
Full_text_I_Have_a_Dream_.pdf,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1694,0
Against Pessimism_4.15.1924,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,2,1943,1.029336078229542
character_3.3.1917,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,582,0
chronicles of the new order_9.13.1919,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,507,0
For an ideological preparation of the masses_3-4.1925,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,1,3333,0.3000300030003
Lessons_5.5.1922,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,930,0
Maximalism and Extremism_7.2.1925,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,436,0
Men of Flesh and Blood_5.8.1921,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,612,0
men or machines_12.24.1916,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1155,0
Neither Fascism nor Liberalism_ Sovietism!_10.7.1924,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1156,0
Newspapers and the workers_12.22.1916,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,706,0
On the Operations of the Central Committee of the Party_12.20.1925,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,1,1164,0.8591065292096219
one year of history_3.16.1918,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,917,0
red ink_4.4.1919,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,630,0
revolutionaries and elections_11.15.1919,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,953,0
Speech to the Italian parliament_5.16.1925,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,3493,0
split or disorder_12.11-18.1920,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,931,0
Sterile and Negative Criticism_9.30.1925,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1056,0
The Agrarian Struggle in Italy_8.31.1921,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,836,0
the ape people_1.2.1921,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,991,0
The Arditi del Popolo_7.15.1921,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1060,0
The Communists and the Elections_4.12.1921,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1052,0
the conquest of the state_7.12.1919,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,2212,0
the development of the revolution_9.13.1919,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1469,0
The events of 2-3 December (1919)_12.6-13.19,non_longitudinal,NA,1,passivity,hopelessness,harm_justification,0,1841,0
